"filename", "language", "Kotlin", "comment", "blank", "total"
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\MainActivity.kt", "Kotlin", 61, 0, 9, 70
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\SharkFlowApp.kt", "Kotlin", 26, 0, 4, 30
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\AuthApi.kt", "Kotlin", 11, 0, 4, 15
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\UserApi.kt", "Kotlin", 26, 0, 12, 38
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\auth\LoginRequestDto.kt", "Kotlin", 10, 0, 4, 14
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\auth\LoginResponseDto.kt", "Kotlin", 9, 0, 3, 12
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\auth\RefreshResponseDto.kt", "Kotlin", 8, 0, 3, 11
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\auth\RegisterRequestDto.kt", "Kotlin", 12, 0, 4, 16
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\common\GenericMessageResponseDto.kt", "Kotlin", 6, 0, 2, 8
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\user\ConfirmationCodeDto.kt", "Kotlin", 7, 0, 4, 11
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\user\DeleteRequestDto.kt", "Kotlin", 6, 0, 3, 9
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\user\UpdateUserAvatarRequestDto.kt", "Kotlin", 12, 0, 4, 16
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\user\UpdateUserDto.kt", "Kotlin", 15, 0, 6, 21
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\api\dto\user\UserDto.kt", "Kotlin", 8, 0, 3, 11
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\Constants.kt", "Kotlin", 3, 1, 2, 6
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\DeviceIdPreference.kt", "Kotlin", 20, 0, 5, 25
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\LanguagePreference.kt", "Kotlin", 16, 0, 6, 22
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\SecureTokenPreference.kt", "Kotlin", 45, 0, 7, 52
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\ThemePreference.kt", "Kotlin", 15, 0, 5, 20
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\db\AppDataBase.kt", "Kotlin", 14, 0, 3, 17
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\db\dao\BoardDao.kt", "Kotlin", 15, 0, 6, 21
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\db\dao\TaskDao.kt", "Kotlin", 15, 0, 6, 21
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\db\dao\UserDao.kt", "Kotlin", 15, 0, 6, 21
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\db\entities\BoardEntity.kt", "Kotlin", 13, 0, 3, 16
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\db\entities\TaskEntity.kt", "Kotlin", 13, 0, 3, 16
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\local\db\entities\UserEntity.kt", "Kotlin", 12, 0, 3, 15
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\mapper\AuthMapper.kt", "Kotlin", 32, 0, 5, 37
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\mapper\GenericMapper.kt", "Kotlin", 8, 0, 3, 11
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\mapper\UserMapper.kt", "Kotlin", 13, 0, 3, 16
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\network\AuthInterceptor.kt", "Kotlin", 122, 0, 25, 147
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\network\DeviceIdInterceptor.kt", "Kotlin", 12, 0, 3, 15
"c:\Users\karen\AndroidStudioProjects\SharkFlow\app\src\main\java\com\example\sharkflow\data\network\SecureCookieJar.kt", "Kotlin", 38, 0, 7, 45
